account_id,account_owner,amount,authorized_date,authorized_datetime,category,category_id,check_number,counterparties,date,datetime,iso_currency_code,logo_url,merchant_entity_id,merchant_name,name,payment_channel,pending,pending_transaction_id,personal_finance_category_icon_url,transaction_code,transaction_id,transaction_type,unofficial_currency_code,website,item_id,institution_id,location.address,location.city,location.region,location.postal_code,location.country,location.lat,location.lon,location.store_number,payment_meta.reference_number,payment_meta.ppd_id,payment_meta.payee,payment_meta.by_order_of,payment_meta.payer,payment_meta.payment_method,payment_meta.payment_processor,payment_meta.reason,personal_finance_category.confidence_level,personal_finance_category.detailed,personal_finance_category.primary
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,39.0,2024-12-18,,,,,"[{'name': 'Diamond Insurance', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-18,,GBP,,,Diamond Insurance,Diamond Insurance,online,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_SERVICES.png,,l4kd6Qz3AxfnewQeLAogU4NW61xVEzFnmprp5,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,31.0,2024-12-18,,,,,"[{'name': 'Sports', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'LOW', 'entity_id': None, 'phone_number': None}]",2024-12-18,,GBP,,,Sports,Reydon Sports,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,blMgZz9nyvtzp9jpmewZUloadz8XN9tE6m3N9,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,ENTERTAINMENT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,-500.0,2024-12-18,,,,,"[{'name': 'Ryanair', 'type': 'merchant', 'website': 'ryanair.com/gb/en', 'logo_url': 'https://plaid-merchant-logos.plaid.com/ryanair_1556.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'mA0RjEBQDjMWKAKoQy8ODmqwapozBV2mB1XKB', 'phone_number': None}]",2024-12-18,,GBP,https://plaid-merchant-logos.plaid.com/ryanair_1556.png,mA0RjEBQDjMWKAKoQy8ODmqwapozBV2mB1XKB,Ryanair,Ryanair **** REFUND ****,in store,False,,https://plaid-category-icons.plaid.com/PFC_TRAVEL.png,,qe39v1akAPSGVD8VLakAhE59dBJ1NvULygV6e,special,,ryanair.com/gb/en,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,TRAVEL_FLIGHTS,TRAVEL
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,55.0,2024-12-18,,,,,"[{'name': 'Takeway', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-18,,GBP,,,Takeway,takeaway,online,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,aAZ9QrLD7vfk8PZ8B39pTdkexW8B1NioKZe1x,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,-500.0,2024-12-17,,,,,[],2024-12-17,,GBP,,,,BANK TRANSFER,other,False,,https://plaid-category-icons.plaid.com/PFC_TRANSFER_IN.png,,QNqmlGayZwfk3bZ319wrT3NqEjd5vPfZlwa36,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,TRANSFER_IN_ACCOUNT_TRANSFER,TRANSFER_IN
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,42.0,2024-12-17,,,,,"[{'name': 'Blue Planet Aquarium', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-17,,GBP,,,Blue Planet Aquarium,Blue Planet Aquarium,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,ZL4eayGRBXcgerWe59jpId94lgbBrKiP1ebrq,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_OTHER_ENTERTAINMENT,ENTERTAINMENT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,56.0,2024-12-17,,,,,"[{'name': 'Brighouse Swimming Pool & Fitness Centre', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-17,,GBP,,,Brighouse Swimming Pool & Fitness Centre,Brighouse Swimming Pool & Fitness Centre,in store,False,,https://plaid-category-icons.plaid.com/PFC_PERSONAL_CARE.png,,nPrwvQ3dAafEZjRZNDnXUPX5kpylK7fZMAG3X,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,PERSONAL_CARE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,52.0,2024-12-17,,,,,"[{'name': 'First Direct Arena', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-17,,GBP,,,First Direct Arena,First Direct Arena,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,ZL4eayGRBXcgerWe59jpId94lgbBrKiP1ebed,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_OTHER_ENTERTAINMENT,ENTERTAINMENT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,4.33,2024-12-17,,,,,"[{'name': 'Pret A Manger', 'type': 'merchant', 'website': 'pret.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/pret_a_manger_776.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'K172mgkYODR47W5ERMy0zbrMjMvq08qebpKMa', 'phone_number': None}]",2024-12-17,,GBP,https://plaid-merchant-logos.plaid.com/pret_a_manger_776.png,K172mgkYODR47W5ERMy0zbrMjMvq08qebpKMa,Pret A Manger,Pret A Manger,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,P4loJZdV7vfAG1ZGB9qpSvXAGPj9RNt8yoNQv,place,,pret.com,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,12.0,2024-12-17,,,,,"[{'name': 'Tesco', 'type': 'merchant', 'website': 'tesco.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/tesco_1001.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'p2jaz5bN7MREq6eMBw1gZzDn7WyrZEn2yWZZK', 'phone_number': None}]",2024-12-17,,GBP,https://plaid-merchant-logos.plaid.com/tesco_1001.png,p2jaz5bN7MREq6eMBw1gZzDn7WyrZEn2yWZZK,Tesco,Tesco,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,KBoZJNrXPvfdlbel8QJ6C6EgbxPDMltKDRmE4,place,,tesco.com,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,39.0,2024-12-16,,,,,"[{'name': 'Adidas', 'type': 'merchant', 'website': 'adidas.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/adidas_16.png', 'confidence_level': 'VERY_HIGH', 'entity_id': '5w9DQXA8gzNyboXeWOpOOv748b2BZnZaMnrA1', 'phone_number': None}]",2024-12-16,,GBP,https://plaid-merchant-logos.plaid.com/adidas_16.png,5w9DQXA8gzNyboXeWOpOOv748b2BZnZaMnrA1,Adidas,Adidas,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,gBgkoaLq7KfmZzrZlPXySG3ajm6v4ZsP7EMLo,place,,adidas.com,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_SPORTING_GOODS,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,79.0,2024-12-16,,,,,"[{'name': 'Budget Insurance', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-16,,GBP,,,Budget Insurance,Budget Insurance,online,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_SERVICES.png,,qe39v1akAPSGVD8VLakAhE59dBJ1NvULygVgv,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,20.0,2024-12-16,,,,,"[{'name': 'Planet Spice', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-16,,GBP,,,Planet Spice,Planet Spice,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,gBgkoaLq7KfmZzrZlPXySG3ajm6v4ZsP7EMLw,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,89.4,2024-12-15,,,,,"[{'name': ""Sainsbury's"", 'type': 'merchant', 'website': 'sainsburys.co.uk', 'logo_url': 'https://plaid-merchant-logos.plaid.com/sainsburys_854.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'K3m42QNJkAjvyX3n2npbmw56yK5mrnZdJL9V3', 'phone_number': None}]",2024-12-16,,GBP,https://plaid-merchant-logos.plaid.com/sainsburys_854.png,K3m42QNJkAjvyX3n2npbmw56yK5mrnZdJL9V3,Sainsbury's,Sainsbury's,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,L3koJNzXPvcAea4e3mrXSaew3dPGyNFqWk9lJ,place,,sainsburys.co.uk,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,72.0,2024-12-15,,,,,[],2024-12-15,,GBP,,,,HMRC,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,z8e9vwELzpfAwjvw1p37S9K4EngAaZHMXlglo,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,GENERAL_MERCHANDISE
Jzp9JNKXVviwzjEzveXms5Qm54lzKdcBeN4wy,,-4.22,2024-12-15,,,,,[],2024-12-15,,GBP,,,,INTRST PYMNT,other,False,,https://plaid-category-icons.plaid.com/PFC_INCOME.png,,yg75wWZ1rLT5dL1dVyl7HVJ4AVRjddCo84541,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,INCOME_WAGES,INCOME
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,70.0,2024-12-14,,,,,"[{'name': 'Home Bargains', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-14,,GBP,,,Home Bargains,Home Bargains,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,Mx8oJNBXPvfKmdomyMezIy4PbaN1KqfNRL74g,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,32.0,2024-12-14,,,,,"[{'name': 'Pets And Claws Pet Insurance', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-14,,GBP,,,Pets And Claws Pet Insurance,Pets And Claws Pet Insurance,online,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_SERVICES.png,,KBoZJNrXPvfdlbel8QJ6C6EgbxPDMltKDRmRg,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,35.0,2024-12-14,,,,,"[{'name': 'Rookery Mini Market', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-14,,GBP,,,Rookery Mini Market,Rookery Mini Market,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,nPrwvQ3dAafEZjRZNDnXUPX5kpylK7fZMAG3M,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_CONVENIENCE_STORES,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,20.0,2024-12-13,,,,,"[{'name': 'Bulb Energy', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-13,,GBP,,,Bulb Energy,Bulb Energy,online,False,,https://plaid-category-icons.plaid.com/PFC_RENT_AND_UTILITIES.png,,VQ3rBy7JqvsBb47bJdEgcKq5oM6LjzIoZ9nqo,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,RENT_AND_UTILITIES_OTHER_UTILITIES,RENT_AND_UTILITIES
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,15.0,2024-12-13,,,,,[],2024-12-13,,GBP,,,,Non-Sterling Transaction Fee NON-STERLING TRANSACTION,other,False,,https://plaid-category-icons.plaid.com/PFC_BANK_FEES.png,,5Nl6kM185Pfy3653obxmUAjnJBaVNWUbQ5p5V,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,BANK_FEES_FOREIGN_TRANSACTION_FEES,BANK_FEES
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,9.0,2024-12-13,,,,,[],2024-12-13,,GBP,,,,VITALITY HEALTH,online,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,DWeVJz9XBAU1jp3jkmyVHLokzlmVQ1t7L3XEn,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,ENTERTAINMENT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,64.0,2024-12-12,,,,,"[{'name': 'Cambridge City Council', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-12,,GBP,,,Cambridge City Council,Cambridge City Council,in store,False,,https://plaid-category-icons.plaid.com/PFC_GOVERNMENT_AND_NON_PROFIT.png,,6Pqdpb1Dvjf4xwnxVkNlCwK1XeanvzfmP8x1b,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GOVERNMENT_AND_NON_PROFIT_GOVERNMENT_DEPARTMENTS_AND_AGENCIES,GOVERNMENT_AND_NON_PROFIT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,120.0,2024-12-12,,,,,"[{'name': 'Wage Day Advance', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-12,,GBP,,,Wage Day Advance,Wage Day Advance,online,False,,https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,,7jKlo5WkX7Cewzbwa9poUaXg5xRJm7F6Bd1dV,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,52.0,2024-12-11,,,,,"[{'name': 'Apple Store', 'type': 'merchant', 'website': 'apple.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/apple_65.png', 'confidence_level': 'VERY_HIGH', 'entity_id': '05V8a0gZmq8Jk1B7V0nJNvvQEBYZa6r4jd3pm', 'phone_number': None}]",2024-12-11,,GBP,https://plaid-merchant-logos.plaid.com/apple_65.png,05V8a0gZmq8Jk1B7V0nJNvvQEBYZa6r4jd3pm,Apple Store,Apple Store,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,GqMoJxEXdvTwqGbqyPDzs3GERrmo5yfq76nGo,place,,apple.com,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_ELECTRONICS,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,43.0,2024-12-11,,,,,"[{'name': 'CHIP', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-11,,GBP,,,CHIP,Chip Savings,in store,False,,https://plaid-category-icons.plaid.com/PFC_TRANSFER_OUT.png,,dKL813AbZvSMJNdJma3KUGB84PyjDgslnJ6J6,unresolved,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,TRANSFER_OUT_ACCOUNT_TRANSFER,TRANSFER_OUT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,37.0,2024-12-11,,,,,"[{'name': 'Marks & Spencer', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-11,,GBP,,,Marks & Spencer,MARKS&SPENCER PLC,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,nPrwvQ3dAafEZjRZNDnXUPX5kpylK7fZMAGKX,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_DEPARTMENT_STORES,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,48.0,2024-12-11,,,,,"[{'name': 'Northenden Golf Club', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-11,,GBP,,,Northenden Golf Club,Northenden Golf Club,in store,False,,https://plaid-category-icons.plaid.com/PFC_PERSONAL_CARE.png,,GqMoJxEXdvTwqGbqyPDzs3GERrmo5yfq76nGd,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,PERSONAL_CARE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,67.0,2024-12-11,,,,,[],2024-12-11,,GBP,,,,Sports Direct,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,ojz9vmkay4CaeyDed6Q9UjPRvN18kBC1VoKpa,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_SPORTING_GOODS,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,1237.0,2024-12-11,,,,,"[{'name': 'YouLend', 'type': 'financial_institution', 'website': 'youlend.com', 'logo_url': 'https://plaid-counterparty-logos.plaid.com/youlend_341.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'row0a6W4N4N9bpXOWJNe2EKpWr8ZknoLY0E7o', 'phone_number': None}]",2024-12-11,,GBP,,,YouLend,YouLend Limited / ref: No Reference,other,False,,https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,,ojz9vmkay4CaeyDed6Q9UjPRvN18kBC1VoKka,unresolved,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,LOAN_PAYMENTS_OTHER_PAYMENT,LOAN_PAYMENTS
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,280.0,2024-12-10,,,,,"[{'name': 'Loans 2 Go', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-10,,GBP,,,Loans 2 Go,Loans 2 Go,in store,False,,https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,,jdWPvmKz7BF68rk8jpK1tGjlqWPVZwsxR6G6l,special,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,26.0,2024-12-10,,,,,"[{'name': 'Stobswell Dental Practice', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-10,,GBP,,,Stobswell Dental Practice,Stobswell Dental Practice,in store,False,,https://plaid-category-icons.plaid.com/PFC_MEDICAL.png,,87rqgj8XZeuEqBoqj8xLUb87ZvW9qKugJWrZX,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,MEDICAL_DENTAL_CARE,MEDICAL
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,180.0,,,,,,"[{'name': 'UniBet', 'type': 'merchant', 'website': 'unibet.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/unibet_1064.png', 'confidence_level': 'VERY_HIGH', 'entity_id': '8kMw3JVgKo9wgmV3YkVqL2L3QDov93QAJjgJZ', 'phone_number': None}]",2024-12-10,,GBP,https://plaid-merchant-logos.plaid.com/unibet_1064.png,8kMw3JVgKo9wgmV3YkVqL2L3QDov93QAJjgJZ,UniBet,unibet,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,xoj5vWZMK1hgRnlR9p1GInZ9kDmeJXtkK6AJ8,place,,unibet.com,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,73.0,2024-12-08,,,,,"[{'name': 'Capital One', 'type': 'financial_institution', 'website': 'capitalone.com', 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': '8rZrZMe51XDAyKd4rrZ9zzr4jrBJ8ME5Kp6mE', 'phone_number': None}]",2024-12-08,,GBP,,,Capital One,CAPITAL ONE,other,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,kalkvQrBA3u48Dw85QzdC93XK4JlyLHq1L8JR,unresolved,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,GENERAL_MERCHANDISE
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,64.0,2024-12-08,,,,,"[{'name': 'IKEA', 'type': 'merchant', 'website': 'ikea.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/ikea_514.png', 'confidence_level': 'VERY_HIGH', 'entity_id': '8rXDZKKrAZ0Ndo1Rg6mOWZB68B8Xo06ZLBWn7', 'phone_number': None}]",2024-12-08,,GBP,https://plaid-merchant-logos.plaid.com/ikea_514.png,8rXDZKKrAZ0Ndo1Rg6mOWZB68B8Xo06ZLBWn7,IKEA,IKEA,in store,False,,https://plaid-category-icons.plaid.com/PFC_HOME_IMPROVEMENT.png,,L3koJNzXPvcAea4e3mrXSaew3dPGyNFqWk9eJ,place,,ikea.com,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,HOME_IMPROVEMENT_FURNITURE,HOME_IMPROVEMENT
5Nl6kM185Pfy3653obxmUAjvAk6zpRu5QLwjv,,58.0,2024-12-08,,,,,"[{'name': 'MotorSport Vision', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-08,,GBP,,,MotorSport Vision,MotorSport Vision,in store,False,,https://plaid-category-icons.plaid.com/PFC_PERSONAL_CARE.png,,EAQvJBgX3Gfv9EQ9dmW7Ual37qe1xgFr54EgR,place,,,6Pqdpb1Dvjf4xwnxVkNlCwK35k3NNLIgmW1jX,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,PERSONAL_CARE
