,TransactionID,UserID,AccountID,TransactionType,TransactionAmt,Merchant,Category,Channel,CustomerAge,CustomerOccupation,IncomeBracket,PreferredSpendingCategory,RiskProfile,CreditScore,LoanEligibilityScore,CustomerTenure,MostInterestedProduct,AvgMonthlySpend,isFraud,TransactionYear,TransactionMonth,TransactionDay
1748,170,U009,ACC10008,Debit,57.95,GameZone,Entertainment,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,14
1749,171,U009,ACC10008,Debit,210.5,GameZone,Entertainment,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,14
1750,172,U009,ACC10008,Credit,57.95,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1751,173,U009,ACC10008,Credit,43.97,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1752,174,U009,ACC10008,Credit,125,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1753,175,U009,ACC10008,Credit,100,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1754,176,U009,ACC10008,Credit,55.95,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1755,177,U009,ACC10008,Credit,50,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1756,178,U009,ACC10008,Credit,146,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1757,179,U009,ACC10008,Credit,79.754,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1758,180,U009,ACC10008,Credit,59,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1759,181,U009,ACC10008,Credit,335,Unknown,Unknown,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,3
1760,182,U009,ACC10008,Credit,46.5,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1761,183,U009,ACC10008,Credit,60,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1762,184,U009,ACC10008,Credit,60,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1763,185,U009,ACC10008,Credit,77,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1764,186,U009,ACC10008,Credit,100,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1765,187,U009,ACC10008,Credit,59,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1766,188,U009,ACC10008,Credit,171,Unknown,Unknown,Physical store,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,5
1767,189,U009,ACC10008,Debit,117,FoodieSpot,Dining,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,7
1768,190,U009,ACC10008,Debit,50,FoodieSpot,Dining,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,7
1769,191,U009,ACC10008,Debit,75,FoodieSpot,Dining,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,7
1770,192,U009,ACC10008,Debit,34,FoodieSpot,Dining,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,7
1771,193,U009,ACC10008,Debit,117,FoodieSpot,Dining,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,7
1772,194,U009,ACC10008,Debit,88.5,FoodieSpot,Dining,Online,62,Professor,150K-200K,Healthcare,Low,790,0.92,29,Investment Account,82.61905263,0,2024,2,7
1773,1,U010,ACC10009,Credit,590.4,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1774,2,U010,ACC10009,Credit,43,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1775,3,U010,ACC10009,Credit,39,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1776,4,U010,ACC10009,Credit,75,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1777,5,U010,ACC10009,Credit,107.95,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1778,6,U010,ACC10009,Credit,116,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1779,7,U010,ACC10009,Credit,250,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1780,8,U010,ACC10009,Credit,15,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1781,9,U010,ACC10009,Credit,289.95,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1782,10,U010,ACC10009,Credit,54,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1783,11,U010,ACC10009,Credit,108.95,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1784,12,U010,ACC10009,Credit,55.829,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1785,13,U010,ACC10009,Credit,50,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1786,14,U010,ACC10009,Credit,120.95,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1787,15,U010,ACC10009,Credit,50,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,1
1788,16,U010,ACC10009,Debit,25,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1789,17,U010,ACC10009,Debit,400,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1790,18,U010,ACC10009,Debit,47.95,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1791,19,U010,ACC10009,Debit,315,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1792,20,U010,ACC10009,Debit,20,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1793,21,U010,ACC10009,Debit,40,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1794,22,U010,ACC10009,Debit,175,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1795,23,U010,ACC10009,Debit,54.5,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1796,24,U010,ACC10009,Debit,10,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1797,25,U010,ACC10009,Debit,400,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1798,26,U010,ACC10009,Debit,120,QuickBuy,Groceries,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,13
1799,27,U010,ACC10009,Debit,97,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1800,28,U010,ACC10009,Debit,25,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1801,29,U010,ACC10009,Debit,48.95,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1802,30,U010,ACC10009,Debit,25,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1803,31,U010,ACC10009,Debit,100,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1804,32,U010,ACC10009,Debit,226,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1805,33,U010,ACC10009,Debit,150,GoTours,Travel,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,17
1806,34,U010,ACC10009,Credit,68.95,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1807,35,U010,ACC10009,Credit,7.251,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1808,36,U010,ACC10009,Credit,50,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1809,37,U010,ACC10009,Credit,43.97,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1810,38,U010,ACC10009,Credit,100,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1811,39,U010,ACC10009,Credit,50,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1812,40,U010,ACC10009,Credit,75,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1813,41,U010,ACC10009,Credit,82.95,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1814,42,U010,ACC10009,Credit,100,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1815,43,U010,ACC10009,Credit,68.95,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1816,44,U010,ACC10009,Credit,8.7,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1817,45,U010,ACC10009,Credit,100,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1818,46,U010,ACC10009,Credit,350.23,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,2
1819,47,U010,ACC10009,Debit,159.95,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1820,48,U010,ACC10009,Debit,11.238,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1821,49,U010,ACC10009,Debit,26.887,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1822,50,U010,ACC10009,Debit,49,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1823,51,U010,ACC10009,Debit,46.765,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,1,2024,1,21
1824,52,U010,ACC10009,Debit,55,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1825,53,U010,ACC10009,Debit,50,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1826,54,U010,ACC10009,Debit,128.5,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1827,55,U010,ACC10009,Debit,29,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1828,56,U010,ACC10009,Debit,25.95,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1829,57,U010,ACC10009,Debit,72,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1830,58,U010,ACC10009,Debit,244.95,TechBazaar,Electronics,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,21
1831,59,U010,ACC10009,Debit,49,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1832,60,U010,ACC10009,Debit,159.95,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1833,61,U010,ACC10009,Debit,90,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1834,62,U010,ACC10009,Debit,280,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1835,63,U010,ACC10009,Debit,35.95,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1836,64,U010,ACC10009,Debit,25,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1837,65,U010,ACC10009,Debit,29,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1838,66,U010,ACC10009,Debit,57.95,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1839,67,U010,ACC10009,Debit,103.197,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,1,2024,1,24
1840,68,U010,ACC10009,Debit,30,QuickBuy,Groceries,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,24
1841,69,U010,ACC10009,Credit,29.486,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1842,70,U010,ACC10009,Credit,50,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1843,71,U010,ACC10009,Credit,539,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1844,72,U010,ACC10009,Credit,23.564,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1845,73,U010,ACC10009,Credit,83.5,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1846,74,U010,ACC10009,Credit,100,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1847,75,U010,ACC10009,Credit,59,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1848,76,U010,ACC10009,Credit,384.26,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1849,77,U010,ACC10009,Credit,50.99,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1850,78,U010,ACC10009,Credit,20,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1851,79,U010,ACC10009,Credit,15,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1852,80,U010,ACC10009,Credit,59,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1853,81,U010,ACC10009,Credit,150,Unknown,Unknown,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,26
1854,82,U010,ACC10009,Debit,54.62,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,1,2024,1,29
1855,83,U010,ACC10009,Debit,1961,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1856,84,U010,ACC10009,Debit,48.094,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1857,85,U010,ACC10009,Debit,100,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1858,86,U010,ACC10009,Debit,100,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1859,87,U010,ACC10009,Debit,57.95,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1860,88,U010,ACC10009,Debit,26.95,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1861,89,U010,ACC10009,Debit,50,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1862,90,U010,ACC10009,Debit,50,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,1,2024,1,29
1863,91,U010,ACC10009,Debit,159.95,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1864,92,U010,ACC10009,Debit,59,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1865,93,U010,ACC10009,Debit,107.95,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1866,94,U010,ACC10009,Debit,35,FoodieSpot,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,29
1867,95,U010,ACC10009,Credit,1861,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1868,96,U010,ACC10009,Credit,59,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1869,97,U010,ACC10009,Credit,150,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1870,98,U010,ACC10009,Credit,50,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1871,99,U010,ACC10009,Credit,1861,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1872,100,U010,ACC10009,Credit,30,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1873,101,U010,ACC10009,Credit,75,Unknown,Unknown,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,30
1874,102,U010,ACC10009,Debit,335,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1875,103,U010,ACC10009,Debit,50,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1876,104,U010,ACC10009,Debit,40,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1877,105,U010,ACC10009,Debit,92,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1878,106,U010,ACC10009,Debit,23.926,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1879,107,U010,ACC10009,Debit,23.926,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1880,108,U010,ACC10009,Debit,117,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1881,109,U010,ACC10009,Debit,50,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1882,110,U010,ACC10009,Debit,100,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1883,111,U010,ACC10009,Debit,120,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1884,112,U010,ACC10009,Debit,25,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1885,113,U010,ACC10009,Debit,60,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1886,114,U010,ACC10009,Debit,150,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1887,115,U010,ACC10009,Debit,206,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1888,116,U010,ACC10009,Debit,125,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1889,117,U010,ACC10009,Debit,146,FoodieSpot,Dining,Physical store,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,31
1890,118,U010,ACC10009,Debit,67.95,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1891,119,U010,ACC10009,Debit,100,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1892,120,U010,ACC10009,Debit,59,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1893,121,U010,ACC10009,Debit,80,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,1,2024,1,6
1894,122,U010,ACC10009,Debit,60,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1895,123,U010,ACC10009,Debit,291.95,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1896,124,U010,ACC10009,Debit,80,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,1,2024,1,6
1897,125,U010,ACC10009,Debit,100,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1898,126,U010,ACC10009,Debit,243,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1899,127,U010,ACC10009,Debit,11.782,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1900,128,U010,ACC10009,Debit,25,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1901,129,U010,ACC10009,Debit,97.95,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1902,130,U010,ACC10009,Debit,100,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1903,131,U010,ACC10009,Debit,280,DineWell,Dining,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,6
1904,132,U010,ACC10009,Debit,75,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
1905,133,U010,ACC10009,Debit,50,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
1906,134,U010,ACC10009,Debit,30,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
1907,135,U010,ACC10009,Debit,77,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
1908,136,U010,ACC10009,Debit,15,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
1909,137,U010,ACC10009,Debit,1024.04,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
1910,138,U010,ACC10009,Debit,59,AquaSupply,Utilities,Online,22,Web designer,50K-100K,Utilities,High,610,0.65,16,Credit Card,141.5366126,0,2024,1,9
